,HUISNR,PC
4192,3,1211JT
4193,38,1118LD
4194,38,1118LD
4195,146,2691BN
4196,5155,3008AD
4197,365,1437CG
4198,63,3088GB
4199,1154,3600BD
4200,44,7576EE
4201,7,2871RK
4202,342,3142LM
4203,81,1441RS
4204,104,6900AC
4205,52,2991VD
4206,55,8484KG
4207,74,4024HJ
4208,31,3372BE
4209,8,5047RC
4210,18,3013AP
4211,1,8939CJ
4212,119,7514DP
4213,132,5928RH
4214,17,3711DA
4215,72,3731EJ
4216,43,3350AA
4217,137,1018RG
4218,87,2316ZL
4219,12,1446TA
4220,4143,2980GC
4221,333,1077XX
4222,1123,3000BC
4223,13,3251NG
4224,10,2717BP
4225,5,5993XV
4226,37,3087AD
4227,16,2584TX
4228,15,7587RL
4229,10,1241BK
4230,95,3067GC
4231,95,3067GC
4232,7481,3280AG
4233,13,4284XA
4234,7,4436RT
4235,28,2025RJ
4236,57,8075PB
4237,46,3316BP
4238,52,6903TE
4239,20,4907PP
4240,10,2172BW
4241,129,1091GL
4242,3,7711ES
4243,7,2522NA
4244,1,1046BM
4245,3,2584HW
4246,200,3084CB
4247,8,2548VM
4248,102,3111PX
4249,409,1000AK
4250,409,1000AK
4251,409,1000AK
4252,409,1000AK
4253,409,1000AK
4254,409,1000AK
4255,409,1000AK
4256,409,1000AK
4257,409,1000AK
4258,409,1000AK
4259,409,1000AK
4260,409,1000AK
4261,409,1000AK
4262,36,1042AA
4263,409,1000AK
4264,409,1000AK
4265,409,1000AK
4266,409,1000AK
4267,409,1000AK
4268,409,1000AK
4269,409,1000AK
4270,409,1000AK
4271,409,1000AK
4272,409,1000AK
4273,409,1000AK
4274,409,1000AK
4275,409,1000AK
4276,409,1000AK
4277,409,1000AK
4278,409,1000AK
4279,409,1000AK
4280,409,1000AK
4281,409,1000AK
4282,409,1000AK
4283,409,1000AK
4284,409,1000AK
4285,409,1000AK
4286,409,1000AK
4287,409,1000AK
4288,409,1000AK
4289,409,1000AK
4290,409,1000AK
4291,409,1000AK
4292,409,1000AK
4293,409,1000AK
4294,409,1000AK
4295,409,1000AK
4296,409,1000AK
4297,36,1042AA
4298,409,1000AK
4299,409,1000AK
4300,409,1000AK
4301,409,1000AK
4302,409,1000AK
4303,409,1000AK
4304,409,1000AK
4305,409,1000AK
4306,409,1000AK
4307,409,1000AK
4308,409,1000AK
4309,409,1000AK
4310,409,1000AK
4311,409,1000AK
4312,409,1000AK
4313,409,1000AK
4314,409,1000AK
4315,409,1000AK
4316,409,1000AK
4317,409,1000AK
4318,409,1000AK
4319,409,1000AK
4320,409,1000AK
4321,22,8757JS
4322,26,1076AR
4323,150,1098XA
4324,6,3197LD
4325,199,3161PG
4326,440,2980AK
4327,4,3208KJ
4328,144,3361GM
4329,11,3056LV
4330,63,4631RN
4331,70,5342LP
4332,6467,4836LH
4333,21,4024HK
4334,315,7000AH
4335,28,2132MR
4336,29,3069AJ
4337,203,3132PE
4338,39,3237LB
4339,9,3124LB
4340,8,3016DE
4341,67,3073DV
4342,531,3072AE
4343,52,5768GD
4344,35,3151JK
4345,28,2676LL
4346,6,5521DJ
4347,43,3350AA
4348,108,4128BP
4349,5,6372TN
4350,17,1773AB
4351,107,2511DP
4352,7,5706LM
4353,4803,5953ZL
4354,173,3072AP
4355,4143,2980GC
4356,4,3871MV
4357,305,1118BJ
4358,63,8320AB
4359,9,1118DT
4360,59357,1040KJ
4361,114,3544RB
4362,22,1731RG
4363,42,3436AD
4364,1143,1430BC
4365,6,3824CP
4366,58,3284KT
4367,58,3284KT
4368,14,1525RB
4369,32,1094NV
4370,41,2532AE
4371,6,5757RN
4372,86,5480AB
4373,92,5080AB
4374,444,5500AK
4375,46,5311BA
4376,221,2562RK
4377,1068,1430BB
4378,543,1435BR
4379,18,4751XE
4380,522,3011TA
4381,1159,3000BD
4382,1159,3000BD
4383,22,8041AH
4384,46,1505HH
4385,17,1483BM
4386,3,3433PJ
4387,120,3421XT
4388,3,5047TM
4389,15,5928SJ
4390,1,5041GN
4391,10,4554MB
4392,5,3297DB
4393,402,5049ET
4394,30,1118LD
4395,827,2132NG
4396,109,4813HG
4397,5019,3008AA
4398,28,1446WX
4399,14,3079NS
4400,95,1112AW
4401,19,3861NC
4402,2,3851PA
4403,21,7671EG
4404,44,5268HH
4405,263,2941BL
4406,9430,3007AK
4407,570,3300AN
4408,60,2991XT
4409,14,4903PA
4410,17,2548WL
4411,43,4791AJ
4412,2,1943LD
4413,7,3051BP
4414,10,6436BW
4415,17,6902PB
4416,17,6902PB
4417,17,6902PB
4418,2,4761RL
4419,1,2132WT
4420,49,4711CW
4421,15,3161GN
4422,56,3861LX
4423,1519,3800BM
4424,2,3115JE
4425,409,1000AK
4426,243,3190AE
4427,21,1382GT
4428,32,7591BT
4429,75,2260AB
4430,10,4817BL
4431,32,3832RC
4432,21,1118LA
4433,663,2130AR
4434,750,3014DA
4435,297,2800AG
4436,1,5051WZ
4437,9,5142PP
4438,30,2993RL
4439,30,6534AJ
4440,32,7941KE
4441,4,3208LC
4442,1,1118AP
4443,50,6241ND
4444,98,7316GG
4445,161,6441XD
4446,5,3853XH
4447,15,3047AK
4448,12,3449JD
4449,30,3088GT
4450,35,4851CA
4451,107,9700AC
4452,24,5046MB
4453,16,2680AA
4454,4,2925SK
4455,2599,1000CN
4456,19,4731CZ
4457,3,8043EJ
4458,3,4944VL
4459,6,3812RZ
4460,2,4283JH
4461,6,3261NB
4462,1,5928NV
4463,16,2992HD
4464,2027,7801CA
4465,42,3114NM
4466,6,4782SK
4467,102,3062ME
4468,10,1013BJ
4469,2,2512GP
4470,120,2640AC
4471,24,1251ZR
4472,141,8091BT
4473,75836,1118ZZ
4474,75836,1118ZZ
4475,82,2992XC
4476,92,3194DK
4477,1,4462HC
4478,1,4462HC
4479,4,3151ZD
4480,15,5657EM
4481,6023,4836LA
4482,5,4791VC
4483,1,3068GH
4484,25,3371HE
4485,73,3342GE
4486,66,2564SR
4487,49,1781AL
4488,6,6598AV
4489,21,3088EC
4490,946,6603CR
4491,42,7512ZR
4492,70,4780AB
4493,42,1329BB
4494,23,3194DD
4495,23,3194DD
4496,8,2984AX
4497,52,2987VE
4498,52,2987VE
4499,84,1018AR
4500,0,
4501,13,2994HW
4502,17,4817BL
4503,2,1942LD
4504,52,2987VE
4505,1144,3330CC
4506,15,7942JC
4507,48,9580AA
4508,41,4382NV
4509,6,3945PB
4510,15,3065DA
4511,56,3241LR
4512,28,5275LC
4513,73,9645BM
4514,79,1165MK
4515,12,2161VX
4516,63,4205HC
4517,55177,3008ED
4518,409,1000AK
4519,15,2651RM
4520,11,2391PZ
4521,55,8484KG
4522,121,2542CD
4523,203,7557GK
4524,2,4814DB
4525,61,3000AB
4526,105,9930AC
4527,11,3941GD
4528,38,4611AJ
4529,9,4931NA
4530,12,4817ZZ
4531,9,5492NL
4532,29,2926RG
4533,82,2992ZG
4534,28,5916PJ
4535,8,7468DL
4536,5,3888NV
4537,141,6811HD
4538,19,4250DA
4539,19,4250DA
4540,150,6222NM
4541,2,2676LL
4542,1,3436RR
4543,5541,3270AA
4544,69,6921RZ
4545,401,5462GH
4546,263,5911AC
4547,30,3071PR
4548,40,3903WH
4549,1,5161WH
4550,68,6591GK
4551,7087,5980AB
4552,8,1047HP
4553,6,2802GH
4554,17,4284EZ
4555,23,3344BA
4556,57,2941GN
4557,135,4584LH
4558,30,2131HC
4559,36,3992LS
4560,65,3833GL
4561,36,3029AP
4562,64,2153PL
4563,32,1044AN
4564,9008,3007AA
4565,2,3207KJ
4566,17,1948ND
4567,742,2909VA
4568,55,3088ED
4569,18,3223HL
4570,1,2662DA
4571,250,2571PJ
4572,21,1014BA
4573,2,4791RN
4574,263,5464PE
4575,2,2512GP
4576,7,5555XN
4577,33,2595AM
4578,14,1411AT
4579,34,7546NB
4580,7,7545LZ
4581,1,3925RG
4582,2,3045AK
4583,17,1788AX
4584,482,1067XR
4585,6,8899BN
4586,33,1735HM
4587,10,2661DB
4588,33,2595AM
4589,6,9723JV
4590,23,3088HB
4591,7,3161GR
4592,59236,3008PE
4593,32,6920AA
4594,7,2841DA
4595,425,2952DE
4596,1158,6546AS
4597,18,3207WZ
4598,7,5405AS
4599,50,1118LE
4600,113,1645RM
4601,225,2665MR
4602,5,3034KH
4603,13,3125AH
4604,39,8111AC
4605,8,3137ZA
4606,106,2986HA
4607,48,3295AN
4608,86,3197LH
4609,15,4223SG
4610,74,3881HE
4611,34,8161PG
4612,7,5026SP
4613,15,2033AA
4614,3617,1788MH
4615,43,4926CK
4616,52,6600AB
4617,38,3011BM
4618,10,3344EJ
4619,3,6595AP
4620,155,3087AG
4621,244,3190AE
4622,1,3334KE
4623,1022,3083LX
4624,1,4941TA
4625,11,4751SM
4626,59041,3008PA
4627,4,2908LM
4628,27,7324BR
4629,23,5347JX
4630,4,8448CD
4631,9,2908LT
4632,51,3199LK
4633,25,3355ER
4634,209,1813DH
4635,7,3161GR
4636,6042,5960AA
4637,651,3076GE
4638,3136,5930AC
4639,2599,1000CN
4640,10,5914CH
4641,202,3100AE
4642,36,3143CT
4643,166,3607RL
4644,111,4850AC
4645,41,3194AA
4646,40226,3504AA
4647,15,2033AP
4648,15,2033AP
4649,8,3011JJ
4650,4,7924PA
4651,110,7665SE
4652,33,2681HZ
4653,155,8200AD
4654,80,1047HM
4655,10000,3505AA
4656,10000,3505AA
4657,38,2408AN
4658,41,3194AA
4659,1808,2541GB
4660,19,5051GS
4661,8,2242LW
4662,17,5931JJ
4663,2,1118LK
4664,11,3881LA
4665,31,2993LM
4666,4,7773NH
4667,12,5652BH
4668,24,1948AM
4669,5,4690AA
4670,1,5652LA
4671,59,6590AB
4672,45,3200AA
4673,45,3200AA
4674,45,3200AA
4675,333,4870AH
4676,16,3162RB
4677,10,3124CL
4678,79,2950AB
4679,14,9974SL
4680,153,2831AD
4681,151,1043GR
4682,6,4791AA
4683,7,1047BA
4684,3,2181GP
4685,275,3314GN
4686,4,5991EM
4687,22,5754GK
4688,3,3208LA
4689,23,3825RT
4690,46,3065HB
4691,54,7397ND
4692,54,7397ND
4693,2,8013RN
4694,7,2909LJ
4695,14,3364AD
4696,56,3861LX
4697,27,5552PH
4698,114,7391ZD
4699,8,1097GE
4700,258,7770AG
4701,303,2342BP
4702,1,1981LA
4703,32,1119NZ
4704,32,7572PH
4705,1081,5140CB
4706,115,6669MG
4707,46,2141BX
4708,1,6045JC
4709,2,7625SP
4710,19,7008AS
4711,16,1325TA
4712,24,6222NE
4713,35,7061XV
4714,10,2661DB
4715,45,7556LV
4716,20,7325WZ
4717,24,5629HR
4718,2,5085NB
4719,1,4003DX
4720,6,4033AA
4721,55,3514TB
4722,18,5721RD
4723,8,5753PM
4724,38,2411ME
4725,10,3231XS
4726,95,3012KG
4727,95,3012KG
4728,95,3012KG
4729,95,3012KG
4730,6284,4836LG
4731,47,7771XB
4732,4,2908LT
4733,12,7575EB
4734,167,1075GX
4735,53,6291EL
4736,5,7333NZ
4737,21,3115HE
4738,111,3087AE
4739,21,3115HE
4740,9,9672BG
4741,32,6666HP
4742,16,1171SP
4743,81,3453PM
4744,83,3316AK
4745,4,4104AK
4746,7,9717ET
4747,15,4261AA
4748,5,7261AS
4749,41,3194AA
4750,37,2678DN
4751,9069,3301AB
4752,24,4706VB
4753,52,2586SK
4754,130,3194AM
4755,11,8884HG
4756,247,1432GK
4757,5257,4814RD
4758,55,2284AB
4759,14,4714RR
4760,14,4714RR
4761,514,1082PR
4762,57,1086VJ
4763,47,6034RJ
4764,17,5331XE
4765,4,2925SK
4766,13,1437EK
4767,8,1611HT
4768,45,3088HB
4769,1303,1300BH
4770,1303,1300BH
4771,105,3543AC
4772,63,6545AB
4773,13,3208LE
4774,3,3208LA
4775,35,5701CD
4776,333,1077XX
4777,11,5651GK
4778,17,6462HG
4779,111,4021AG
4780,20,3411JE
4781,7,7006TJ
4782,7,3815KP
4783,18,5396PX
4784,24,8071CE
4785,8,3232HE
4786,68,3853VD
4787,60,3845LA
4788,2,4128LJ
4789,742,2132NL
4790,9,4251NR
4791,39,3194DD
4792,5,2922GR
4793,75,5431DJ
4794,9,4661TW
4795,9,4661TW
4796,57,2761BR
4797,49,1053XT
4798,9,1454AP
4799,161,3071NR
4800,723,1067SV
4801,935,3071AL
4802,12,7575EB
4803,84,5720AB
4804,7,5854PP
4805,11,2182DV
4806,1,3281XH
4807,11,2628BZ
4808,799,3607MZ
4809,188,1171MN
4810,7,5221EE
4811,71,5922VK
4812,49,3411ZH
4813,21,1043AM
4814,83,3087BM
4815,5,3351JK
4816,76,2403HR
4817,15,3087BG
4818,17,5625AB
4819,1,2805KN
4820,4,3135JL
4821,39,7006RA
4822,23,5051ED
4823,6295,4836LG
4824,31,5341PA
4825,39,2013PH
4826,26,2982CM
4827,26,2982CM
4828,1,5912BW
4829,354,3341BP
4830,1,5813BN
4831,119,3071NK
4832,60,3454PW
4833,64,1431WZ
4834,2,8501ST
4835,2,8501ST
4836,28,1446XA
4837,62,1817ER
4838,15,3161GN
4839,17,3235BN
4840,2,6093CR
4841,17,3771NB
4842,50,3231VJ
4843,1,3165AA
4844,1,3161GR
4845,285,1432CN
4846,11,2991LG
4847,56,5757AD
4848,63,5047SE
4849,7,8748EG
4850,86,2992XC
4851,7,2031BH
4852,2,5575XC
4853,10000,3505AA
4854,182,3331ML
4855,18,2627AX
4856,29,4660AA
4857,4,5667KT
4858,20,2153PJ
4859,8,6836TP
4860,13,5467ML
4861,32,1704RW
4862,80,2719EK
4863,6,6603BH
4864,31,3621VP
4865,22,2153GN
4866,12,2719AR
4867,8,5803AV
4868,52,2991VD
4869,25,9936EA
4870,23,2272NA
4871,5,3016CK
4872,326,1186DJ
4873,29,4877AE
4874,2,1118LK
4875,20,5928LC
4876,23,3335LR
4877,19,5237LN
4878,20,7007CJ
4879,26,2211EH
4880,32,2729GH
4881,22,1332AJ
4882,100,3431CB
4883,1,4818HV
4884,52,3542AW
4885,26,2405GX
4886,398,2983GS
4887,8,5481HN
4888,66,7772KB
4889,19,7942JC
4890,53,6006CN
4891,10,6031SP
4892,9,5531AC
4893,385,7600AJ
4894,20,2988DB
4895,4,2901HG
4896,6801,4836LK
4897,12,1438BC
4898,70,8071CW
4899,46,1117BC
4900,1,4761RZ
4901,11,1731LJ
4902,64,3011KD
4903,20,4338PH
4904,36,2723RC
4905,10,6824DG
4906,12,9298RP
4907,1832,4700BV
4908,2,4706PL
4909,2010,1104CA
4910,13,4854AC
4911,5,5421JM
4912,18,8757JZ
4913,4,4715PM
4914,36,6035AD
4915,39,3011TD
4916,6,2992LA
4917,75701,1118ZT
4918,19,2909LH
4919,75614,1118ZR
4920,3,5853ES
4921,7210,4817ZJ
4922,66,3029AS
4923,1,3133KJ
4924,30,4881DR
4925,15,1448CL
4926,30,1992AP
4927,31,3344AH
4928,4,5411DK
4929,18,2548ED
4930,53,2906RG
4931,3,2914TX
4932,18,9671BW
4933,80,3116EX
4934,6,3772WM
4935,95,3072AP
4936,95,3072AP
4937,333,1077XX
4938,155,6005AD
4939,61,3000AB
4940,1,7602PR
4941,385,7600AJ
4942,385,7600AJ
4943,15,8071CC
4944,48,7555GT
4945,63,2211WH
4946,1,1186DS
4947,44,3332SM
4948,134,4463AE
4949,37,3087AD
4950,17,9936BP
4951,370,2401AN
4952,105,9930AC
4953,3,5047TM
4954,23,4891CL
4955,29,2132MT
4956,54142,3008JC
4957,18,9671BW
4958,299,3860AG
4959,11,2950AA
4960,150,4870AD
4961,237,5617BR
4962,3,1432DE
4963,16,5595XK
4964,67,1566AC
4965,135,1119RB
4966,158,3045PD
4967,18,3361HJ
4968,300,1438AN
4969,300,1438AN
4970,31,9606RR
4971,36,1314AS
4972,1,3331CD
4973,403,7534JZ
4974,82,1017AC
4975,7,7545LZ
4976,7400,3000HK
4977,40,5657DB
4978,225,8440AE
4979,2,2691ZZ
4980,1,3646BA
4981,7,3812PV
4982,4795,4803ET
4983,8,4251LC
4984,18,2132MS
4985,514,1082PR
4986,139,1355AN
4987,5,4721SE
4988,28,3261PC
4989,6258,4836LG
4990,14,7904LG
4991,141,8091BT
4992,37,3222AG
4993,23144,3001KC
4994,2,8523NB
4995,134,1824LD
4996,58,4771RS
4997,136,1046BD
4998,8,3016BB
4999,81,3023JA
5000,91,1102BP
5001,2,9665PM
5002,2,2676LL
5003,2,2676LL
5004,152,3331MA
5005,21,6127BH
5006,21,6127BH
5007,85,5853AB
5008,10,3381KJ
5009,54070,3008JB
5010,178,1046AB
5011,65,4400AB
5012,1,2665NP
5013,6,2565NS
5014,20,1433JR
5015,77,2408RW
5016,9,8171BK
5017,406,7327BT
5018,206,3083BZ
5019,1,3261PC
5020,4,4797AX
5021,200,3084CB
5022,17,2404CE
5023,47,3115JD
5024,28,3261GA
5025,1,3849BM
5026,28,3206GR
5027,96,2661GX
5028,32,1567GT
5029,107,3194DC
5030,8008,3605LW
5031,9,7418BZ
5032,31,3333AT
5033,31,3571GL
5034,224,2593NP
5035,1625,3600BP
5036,31,3161BE
5037,69,3351LJ
5038,7,2135KS
5039,115,5431JR
5040,65,2563XL
5041,7,4731DK
5042,7,4731DK
5043,15,1412GN
5044,36,2252TR
5045,365,1437CG
5046,5,2421LE
5047,60,3454PW
5048,13,9102EJ
5049,87,1544MJ
5050,701,1114AB
5051,909,1780AX
5052,33,1463HC
5053,57,2992SB
5054,20,3087BD
5055,24,3452DL
5056,184,1062XK
5057,77,4827MA
5058,1,7202BV
5059,10,3031SW
5060,2120,7420AC
5061,2120,7420AC
5062,72,2992SR
5063,1,2987VD
5064,5,4791VC
5065,37,2132RJ
5066,66,1161AK
5067,2,8321MD
5068,1,8321WS
5069,49,8252JN
5070,7,4436RT
5071,113,3086GH
5072,32,1704RW
5073,36,3029AP
5074,155,5616TW
5075,8,4651KP
5076,8,2665MT
5077,103,6130AC
5078,19,3171AP
5079,365,2545SX
5080,24,4705AA
5081,94,2522XC
5082,40,4569TL
5083,12,4251NL
5084,35,2904SE
5085,16,3453NK
5086,102,6721WZ
5087,25,4251DJ
5088,22,2991LN
5089,6,4879AJ
5090,49,2665NT
5091,64,3237AX
5092,3,5047TL
5093,3005,2440AA
5094,11,3023PG
5095,300,1438AN
5096,219,1118BH
5097,2,1438BB
5098,15,9736RB
5099,4,1056RZ
5100,3,3833LB
5101,854,4600AW
5102,2,3016BB
5103,2,3016BB
5104,2,3016BB
5105,2,3016BB
5106,1,4513AA
5107,57,3069BT
5108,668,2493WZ
5109,2,3016BB
5110,20,3247BB
5111,10,5928PN
5112,13,5347JR
5113,1074,1325AH
5114,146,1057DB
5115,316,6199ZN
5116,9,5626DC
5117,40227,3504AA
5118,91125,3007MC
5119,124,5140AC
5120,66,1511JC
5121,66,1511JC
5122,509,2900AM
5123,18,4751HN
5124,948,2136NH
5125,33,4133BA
5126,139,4708AJ
5127,72,2551MD
5128,1,5506EM
5129,16,3071AE
5130,398,2990AJ
5131,267,1435CJ
5132,9,6005RG
5133,18,4876WH
5134,128,2211VS
5135,11,7511ET
5136,1,5928NV
5137,1,4251SG
5138,6,8281JA
5139,158,2282NV
5140,32,2404BR
5141,7,4131LX
5142,45,3053NB
5143,8,3161GD
5144,96036,1006EA
5145,192,3012KN
5146,391,1093GB
5147,14,2741NT
5148,114,1363DB
5149,14,2741NT
5150,150,4870AD
5151,15,4416PX
5152,100,2661CV
5153,2,5331JD
5154,18,3317RX
5155,33,6199AM
5156,1,3208KP
5157,20,5482TG
5158,53285,3008HG
5159,53285,3008HG
5160,81,3029AJ
5161,33,4931XV
5162,15,3197LG
5163,16,3029AK
5164,4,5146AG
5165,5322,3008AH
5166,47,8601WL
5167,27,3192XZ
5168,82,2992XC
5169,6,5915PD
5170,2,3016BB
5171,7,2909LJ
5172,127,3162SB
5173,15,3161BD
5174,22,2153GN
5175,45,3013AK
5176,22016,1302CA
5177,209,7513CG
5178,19,2909LH
5179,54,3454PT
5180,33,2595AM
5181,15,5107RH
5182,4,7672AA
5183,41,3352XL
5184,1547,4700BM
5185,93,7891AD
5186,12,3813VC
5187,11,3821BG
5188,21,3621VC
5189,1,3044BC
5190,18,7251KW
5191,42,1338HR
5192,20,2153PJ
5193,160,3331MA
5194,11,1118DT
5195,1,4241XH
5196,188,2150AD
5197,58,3089KC
5198,22,3218BJ
5199,56,1046AE
5200,54,2740AB
5201,72,5341AG
5202,49,3021KJ
5203,713,5000AS
5204,3,4878AH
5205,184,3029BL
5206,12,1531HM
5207,737,3013AM
5208,41,1014BV
5209,262,1506GJ
5210,6,8253PW
5211,124,2974VH
5212,100,1175RE
5213,81,3087BM
5214,81,3087BM
5215,81,3087BM
5216,81,3087BM
5217,81,3087BM
5218,81,3087BM
5219,81,3087BM
5220,81,3087BM
5221,138,6136GV
5222,15,3191SL
5223,424,1019HE
5224,20,2153PJ
5225,40,6681LN
5226,59041,3008PA
5227,80,4623XS
5228,9051,3301AB
5229,18,3821AL
5230,2,3016BB
5231,5322,3008AH
5232,46,2986JA
5233,49,7711GG
5234,47,7100AA
5235,4,5513AP
5236,33,4033BV
5237,203,1438BG
5238,14,7554TG
5239,211,3063NH
5240,11,4761RG
5241,45,3068TJ
5242,20,1613DK
5243,24,3144KK
5244,6,5501GG
5245,5375,4814RC
5246,60,3067XE
5247,7,5121DN
5248,20,4202MS
5249,5,3208KP
5250,105,1112WX
5251,9,1505HW
5252,35,1095GB
5253,36,3143KK
5254,333,1077XX
5255,226,5021WR
5256,12,3067BB
5257,2,7437RX
5258,8,6836TP
5259,9,5175NV
5260,71,1271AD
5261,207,1034SB
5262,152,4705RB
5263,21,6221EE
5264,52,1382JZ
5265,26,5032XH
5266,9,4004LM
5267,3,1437EP
5268,193,2421AZ
5269,15,5047RE
5270,1,5251CR
5271,32,2992SR
5272,4,5384VJ
5273,44,7009AZ
5274,33,5371MJ
5275,13,1161AE
5276,463,2990AL
5277,15,3862PK
5278,137,7251WJ
5279,12,3016BM
5280,25,3811WZ
5281,2,1118LK
5282,116,1433DD
5283,1050,3160AG
5284,24,3194DH
5285,2,4671RN
5286,15,1431BA
5287,22,3227AL
5288,1,4537DH
5289,53,1101BH
5290,6262,4836LG
5291,41,4704RE
5292,21,3073CJ
5293,16,3011DJ
5294,202,2665MR
5295,24,5657EN
5296,12,1713CC
5297,246,3063TB
5298,6,3945PB
5299,15,2103XK
5300,21,5441AR
5301,45,3124SC
5302,8,8013PL
5303,8,6951MB
5304,213,1119PD
5305,10,6045GX
5306,38,1118LD
5307,2,7949AR
5308,118,3067TE
5309,18306,2132GM
5310,14,3011KA
5311,1444,1430BK
5312,107,2461EV
5313,24,4385GA
5314,454,1017CA
5315,62,3453TH
5316,62,3453TH
5317,12,4621JA
5318,985,2545HD
5319,67,3119NR
5320,12,5249JS
5321,140,2263KA
5322,22,2910AA
5323,25,3208LJ
5324,57,6691GC
5325,5,9301ZH
5326,2,1118DS
5327,11,3237MG
5328,159,3527JD
5329,8,3232HE
5330,21,3011GK
5331,88,9200AB
5332,51,3199LK
5333,40,3263RK
5334,11,1781KL
5335,31,2403EK
5336,13000,1100KG
5337,5,2651BC
5338,83,3029AJ
5339,106,1103JP
5340,1419,4700BK
5341,21,8071JG
5342,34,4641JJ
5343,110,7943PE
5344,14,4064ES
5345,1,4462HC
5346,5,7641LH
5347,44,3794MN
5348,1,2131AE
5349,7,7001BS
5350,84,3197LH
5351,10,7556MD
5352,32,1704RW
5353,26,6603AT
5354,7,3433DJ
5355,17,3521AZ
5356,11,5011EW
5357,130,6464EJ
5358,342,1161NN
5359,206,7328PA
5360,5,2616LZ
5361,1,2991LV
5362,51,4251GE
5363,2599,1000CN
5364,258,3125BK
5365,20,1432JH
5366,13,1119NN
5367,18,4158CV
5368,134,3194AM
5369,12,5953JR
5370,15,2904AM
5371,31,6846AT
5372,58,4706GB
5373,3,3297VK
5374,83,1046AK
5375,1,3131KA
5376,2,3316BP
5377,45,2461BX
5378,937,1077XX
5379,19,5807EA
5380,1,4704RV
5381,82,2287EK
5382,21,3931NE
5383,16,7251HR
5384,19,7131PG
5385,22,7461JN
5386,7,3752LK
5387,10,9641KH
5388,34,3849RN
5389,6253,4836LG
5390,700,3083AS
5391,5,2724CR
5392,54,1119PW
5393,12,6921RN
5394,16,7731AD
5395,2,3371NH
5396,21548,3001AM
5397,17,1046AR
5398,26,2983HE
5399,29,1271AB
5400,59,3073JS
5401,43,5492SM
5402,49,2382ND
5403,24,2254AG
5404,37,5103BT
5405,154,3011BH
5406,209,1813DH
5407,20,3438AM
5408,15,3861NC
5409,12,1118LA
5410,30223,3001DE
5411,98,3198LE
5412,45,3631AG
5413,26,6413NN
5414,45,3013AK
5415,274,2200AG
5416,150,1273SP
5417,99,6071PX
5418,4803,5953ZL
5419,34,3811BK
5420,53,2908XA
5421,6,4782SK
5422,216,5251MC
5423,15,2801VZ
5424,53,3171EB
5425,7,7021ND
5426,41,3067GD
5427,2,7587SC
5428,2,4814RR
5429,13,2723RS
5430,61,3192NA
5431,60045,1320AA
5432,65,1976CB
5433,3,3207ZE
5434,14,4101BK
5435,3,2952AP
5436,253,2901LB
5437,12,4251NL
5438,41,1118DT
5439,5,4003AV
5440,4,4013CL
5441,78,4834NJ
5442,36,3143KK
5443,14,5627DH
5444,5,9422CX
5445,25,2525KG
5446,39,2586KM
5447,5,2031BH
5448,321,1083DD
5449,16,1703KS
5450,60,1101GC
5451,35,4849CK
5452,3,3199KT
5453,75,2595TN
5454,6,3961JG
5455,13000,1100KG
5456,49,2651BC
5457,151,3194DC
5458,11,3112EA
5459,63,3352CJ
5460,4,3016CJ
5461,15,3197LG
5462,164,1082LT
5463,14,1411AT
5464,2,2132WS
5465,2,1067XH
5466,60,1422MJ
5467,2,4641HW
5468,10,5145RG
5469,400,7602KM
5470,45,2461BX
5471,6,3016DE
5472,286,3077RD
5473,71,7411LJ
5474,61,3047BA
5475,8,4128SV
5476,146,3192AH
5477,83,6191BC
5478,41,1014BV
5479,15,7695TR
5480,0,
5481,88,9200AB
5482,1,8042PJ
5483,52,5171MR
5484,17,3214VB
5485,246,9670AE
5486,332,2525LV
5487,8,3037XL
5488,152,3047AH
5489,130,2501CC
5490,24,6466LZ
5491,21,7532SK
5492,15,2408BN
5493,156,6006AC
5494,370,2401AN
5495,41,1014BV
5496,30,2404BR
5497,14,1483EA
5498,17,1483BV
5499,17,1483BM
5500,38,1483EB
5501,20,3125AE
5502,1,1648HG
5503,250,9930AG
5504,250,9930AG
5505,250,9930AG
5506,250,9930AG
5507,404,2574BV
5508,49,3899AE
5509,9,1636XA
5510,38,5931PZ
5511,9,7872PS
5512,134,3194AM
5513,28,3628EZ
5514,7,4515RN
5515,21,7395MJ
5516,95,3341LW
5517,20,1432JH
5518,10,3972PR
5519,25,6471WV
5520,2,7587SC
5521,15,3862PK
5522,29,7123AB
5523,8,2984AM
5524,19,1976EC
5525,22,5061KN
5526,5,7711EP
5527,17,5142BC
5528,7,4501PG
5529,409,1000AK
5530,409,1000AK
5531,409,1000AK
5532,409,1000AK
5533,409,1000AK
5534,409,1000AK
5535,23,8191AR
5536,47,1181NJ
5537,28,2935AC
5538,52,5527LB
5539,42,8806KM
5540,14,3417XS
5541,7,5384VL
5542,8,3011JJ
5543,140,1422ZB
5544,1,1422DR
5545,1,1696AJ
5546,1,3265LG
5547,82,5751NK
5548,29,5104JA
5549,7,3085AA
5550,16,1104DK
5551,5,2134WX
5552,5,9909BZ
5553,18,3772TM
5554,20,1095VL
5555,25,4201JA
5556,25,4201JA
5557,25,4201JA
5558,175,1011VM
5559,1,2132WT
5560,1,4147CS
5561,244,5460AE
5562,57,8244EE
5563,11,8521LG
5564,307,1012RM
5565,10,7551BV
5566,5,5107NH
5567,5,5107NH
